,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,x_Coordinate,y_Coordinate,height,width,region_attributes,Type
301,54.jpg,1443509,{},4,0,"{""name"":""rect"",""x"":913,""y"":114,""width"":59,""height"":105}",913,114,105,59,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
302,54.jpg,1443509,{},4,1,"{""name"":""rect"",""x"":606,""y"":94,""width"":55,""height"":82}",606,94,82,55,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
303,54.jpg,1443509,{},4,2,"{""name"":""rect"",""x"":981,""y"":271,""width"":96,""height"":139}",981,271,139,96,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
304,54.jpg,1443509,{},4,3,"{""name"":""rect"",""x"":557,""y"":56,""width"":40,""height"":69}",557,56,69,40,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
305,55.jpg,1489961,{},5,0,"{""name"":""rect"",""x"":1177,""y"":634,""width"":101,""height"":82}",1177,634,82,101,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
306,55.jpg,1489961,{},5,1,"{""name"":""rect"",""x"":1007,""y"":293,""width"":122,""height"":168}",1007,293,168,122,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
307,55.jpg,1489961,{},5,2,"{""name"":""rect"",""x"":357,""y"":449,""width"":130,""height"":157}",357,449,157,130,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
308,55.jpg,1489961,{},5,3,"{""name"":""rect"",""x"":569,""y"":9,""width"":41,""height"":56}",569,9,56,41,"{""Type"":""not_two_wheeler""}",not_two_wheeler
309,55.jpg,1489961,{},5,4,"{""name"":""rect"",""x"":630,""y"":12,""width"":42,""height"":62}",630,12,62,42,"{""Type"":""not_two_wheeler""}",not_two_wheeler
310,56.jpg,1222325,{},4,0,"{""name"":""rect"",""x"":972,""y"":313,""width"":130,""height"":146}",972,313,146,130,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
311,56.jpg,1222325,{},4,1,"{""name"":""rect"",""x"":856,""y"":212,""width"":74,""height"":113}",856,212,113,74,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
312,56.jpg,1222325,{},4,2,"{""name"":""rect"",""x"":901,""y"":96,""width"":73,""height"":81}",901,96,81,73,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
313,56.jpg,1222325,{},4,3,"{""name"":""rect"",""x"":583,""y"":8,""width"":45,""height"":65}",583,8,65,45,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
314,57.jpg,1119445,{},3,0,"{""name"":""rect"",""x"":243,""y"":463,""width"":114,""height"":159}",243,463,159,114,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
315,57.jpg,1119445,{},3,1,"{""name"":""rect"",""x"":1104,""y"":424,""width"":116,""height"":184}",1104,424,184,116,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
316,57.jpg,1119445,{},3,2,"{""name"":""rect"",""x"":888,""y"":64,""width"":65,""height"":98}",888,64,98,65,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
317,58.jpg,1106397,{},4,0,"{""name"":""rect"",""x"":404,""y"":424,""width"":208,""height"":213}",404,424,213,208,"{""Type"":""not_two_wheeler""}",not_two_wheeler
318,58.jpg,1106397,{},4,1,"{""name"":""rect"",""x"":1100,""y"":345,""width"":103,""height"":178}",1100,345,178,103,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
319,58.jpg,1106397,{},4,2,"{""name"":""rect"",""x"":466,""y"":121,""width"":71,""height"":105}",466,121,105,71,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
320,58.jpg,1106397,{},4,3,"{""name"":""rect"",""x"":863,""y"":24,""width"":54,""height"":71}",863,24,71,54,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
321,59.jpg,1155828,{},4,0,"{""name"":""rect"",""x"":922,""y"":209,""width"":64,""height"":146}",922,209,146,64,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
322,59.jpg,1155828,{},4,1,"{""name"":""rect"",""x"":981,""y"":189,""width"":69,""height"":108}",981,189,108,69,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
323,59.jpg,1155828,{},4,2,"{""name"":""rect"",""x"":885,""y"":103,""width"":59,""height"":92}",885,103,92,59,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
324,59.jpg,1155828,{},4,3,"{""name"":""rect"",""x"":601,""y"":45,""width"":94,""height"":89}",601,45,89,94,"{""Type"":""not_two_wheeler""}",not_two_wheeler
325,60.jpg,1208574,{},4,0,"{""name"":""rect"",""x"":294,""y"":415,""width"":107,""height"":159}",294,415,159,107,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
326,60.jpg,1208574,{},4,1,"{""name"":""rect"",""x"":406,""y"":525,""width"":249,""height"":194}",406,525,194,249,"{""Type"":""not_two_wheeler""}",not_two_wheeler
327,60.jpg,1208574,{},4,2,"{""name"":""rect"",""x"":995,""y"":240,""width"":104,""height"":130}",995,240,130,104,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
328,60.jpg,1208574,{},4,3,"{""name"":""rect"",""x"":799,""y"":8,""width"":55,""height"":95}",799,8,95,55,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
329,61.jpg,1409222,{},6,0,"{""name"":""rect"",""x"":485,""y"":453,""width"":96,""height"":169}",485,453,169,96,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
330,61.jpg,1409222,{},6,1,"{""name"":""rect"",""x"":366,""y"":350,""width"":87,""height"":144}",366,350,144,87,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
331,61.jpg,1409222,{},6,2,"{""name"":""rect"",""x"":582,""y"":123,""width"":110,""height"":116}",582,123,116,110,"{""Type"":""not_two_wheeler""}",not_two_wheeler
332,61.jpg,1409222,{},6,3,"{""name"":""rect"",""x"":447,""y"":144,""width"":82,""height"":96}",447,144,96,82,"{""Type"":""two_wheeler_helmet""}",two_wheeler_helmet
333,61.jpg,1409222,{},6,4,"{""name"":""rect"",""x"":892,""y"":136,""width"":76,""height"":110}",892,136,110,76,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
334,61.jpg,1409222,{},6,5,"{""name"":""rect"",""x"":894,""y"":59,""width"":64,""height"":74}",894,59,74,64,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
335,62.jpg,1268210,{},7,0,"{""name"":""rect"",""x"":216,""y"":444,""width"":99,""height"":166}",216,444,166,99,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
336,62.jpg,1268210,{},7,1,"{""name"":""rect"",""x"":990,""y"":297,""width"":107,""height"":160}",990,297,160,107,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
337,62.jpg,1268210,{},7,2,"{""name"":""rect"",""x"":452,""y"":198,""width"":81,""height"":121}",452,198,121,81,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
338,62.jpg,1268210,{},7,3,"{""name"":""rect"",""x"":583,""y"":198,""width"":71,""height"":98}",583,198,98,71,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
339,62.jpg,1268210,{},7,4,"{""name"":""rect"",""x"":927,""y"":136,""width"":71,""height"":110}",927,136,110,71,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
340,62.jpg,1268210,{},7,5,"{""name"":""rect"",""x"":603,""y"":30,""width"":91,""height"":100}",603,30,100,91,"{""Type"":""not_two_wheeler""}",not_two_wheeler
341,62.jpg,1268210,{},7,6,"{""name"":""rect"",""x"":506,""y"":54,""width"":50,""height"":91}",506,54,91,50,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
342,63.jpg,1120798,{},4,0,"{""name"":""rect"",""x"":1051,""y"":392,""width"":121,""height"":181}",1051,392,181,121,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
343,63.jpg,1120798,{},4,1,"{""name"":""rect"",""x"":356,""y"":319,""width"":97,""height"":132}",356,319,132,97,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
344,63.jpg,1120798,{},4,2,"{""name"":""rect"",""x"":869,""y"":125,""width"":76,""height"":93}",869,125,93,76,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
345,63.jpg,1120798,{},4,3,"{""name"":""rect"",""x"":536,""y"":69,""width"":53,""height"":79}",536,69,79,53,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
346,64.jpg,1570272,{},12,0,"{""name"":""rect"",""x"":1042,""y"":374,""width"":114,""height"":173}",1042,374,173,114,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
347,64.jpg,1570272,{},12,1,"{""name"":""rect"",""x"":775,""y"":236,""width"":183,""height"":225}",775,236,225,183,"{""Type"":""not_two_wheeler""}",not_two_wheeler
348,64.jpg,1570272,{},12,2,"{""name"":""rect"",""x"":461,""y"":485,""width"":91,""height"":180}",461,485,180,91,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
349,64.jpg,1570272,{},12,3,"{""name"":""rect"",""x"":291,""y"":407,""width"":90,""height"":143}",291,407,143,90,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
350,64.jpg,1570272,{},12,4,"{""name"":""rect"",""x"":391,""y"":385,""width"":86,""height"":151}",391,385,151,86,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
351,64.jpg,1570272,{},12,5,"{""name"":""rect"",""x"":513,""y"":360,""width"":69,""height"":125}",513,360,125,69,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
352,64.jpg,1570272,{},12,6,"{""name"":""rect"",""x"":563,""y"":284,""width"":89,""height"":125}",563,284,125,89,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
353,64.jpg,1570272,{},12,7,"{""name"":""rect"",""x"":373,""y"":241,""width"":79,""height"":114}",373,241,114,79,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
354,64.jpg,1570272,{},12,8,"{""name"":""rect"",""x"":489,""y"":165,""width"":63,""height"":103}",489,165,103,63,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
355,64.jpg,1570272,{},12,9,"{""name"":""rect"",""x"":378,""y"":104,""width"":56,""height"":93}",378,104,93,56,"{""Type"":""not_two_wheeler""}",not_two_wheeler
356,64.jpg,1570272,{},12,10,"{""name"":""rect"",""x"":466,""y"":101,""width"":45,""height"":82}",466,101,82,45,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
357,64.jpg,1570272,{},12,11,"{""name"":""rect"",""x"":619,""y"":0,""width"":72,""height"":70}",619,0,70,72,"{""Type"":""not_two_wheeler""}",not_two_wheeler
358,65.jpg,1186575,{},3,0,"{""name"":""rect"",""x"":79,""y"":405,""width"":128,""height"":165}",79,405,165,128,"{""Type"":""not_two_wheeler""}",not_two_wheeler
359,65.jpg,1186575,{},3,1,"{""name"":""rect"",""x"":909,""y"":66,""width"":62,""height"":97}",909,66,97,62,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
360,65.jpg,1186575,{},3,2,"{""name"":""rect"",""x"":744,""y"":32,""width"":53,""height"":83}",744,32,83,53,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
361,66.jpg,1375605,{},8,0,"{""name"":""rect"",""x"":103,""y"":529,""width"":121,""height"":187}",103,529,187,121,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
362,66.jpg,1375605,{},8,1,"{""name"":""rect"",""x"":304,""y"":509,""width"":120,""height"":173}",304,509,173,120,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
363,66.jpg,1375605,{},8,2,"{""name"":""rect"",""x"":388,""y"":281,""width"":98,""height"":135}",388,281,135,98,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
364,66.jpg,1375605,{},8,3,"{""name"":""rect"",""x"":927,""y"":181,""width"":93,""height"":125}",927,181,125,93,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
365,66.jpg,1375605,{},8,4,"{""name"":""rect"",""x"":565,""y"":184,""width"":75,""height"":113}",565,184,113,75,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
366,66.jpg,1375605,{},8,5,"{""name"":""rect"",""x"":599,""y"":75,""width"":58,""height"":87}",599,75,87,58,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
367,66.jpg,1375605,{},8,6,"{""name"":""rect"",""x"":518,""y"":83,""width"":56,""height"":89}",518,83,89,56,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
368,66.jpg,1375605,{},8,7,"{""name"":""rect"",""x"":625,""y"":0,""width"":79,""height"":58}",625,0,58,79,"{""Type"":""not_two_wheeler""}",not_two_wheeler
369,67.jpg,1150916,{},3,0,"{""name"":""rect"",""x"":241,""y"":405,""width"":122,""height"":166}",241,405,166,122,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
370,67.jpg,1150916,{},3,1,"{""name"":""rect"",""x"":426,""y"":148,""width"":79,""height"":97}",426,148,97,79,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
371,67.jpg,1150916,{},3,2,"{""name"":""rect"",""x"":530,""y"":89,""width"":48,""height"":77}",530,89,77,48,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
372,68.jpg,1208015,{},4,0,"{""name"":""rect"",""x"":1,""y"":498,""width"":89,""height"":193}",1,498,193,89,"{""Type"":""not_two_wheeler""}",not_two_wheeler
373,68.jpg,1208015,{},4,1,"{""name"":""rect"",""x"":274,""y"":442,""width"":110,""height"":183}",274,442,183,110,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
374,68.jpg,1208015,{},4,2,"{""name"":""rect"",""x"":1063,""y"":293,""width"":103,""height"":152}",1063,293,152,103,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
375,68.jpg,1208015,{},4,3,"{""name"":""rect"",""x"":799,""y"":273,""width"":77,""height"":135}",799,273,135,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
376,69.jpg,1196522,{},4,0,"{""name"":""rect"",""x"":906,""y"":248,""width"":114,""height"":143}",906,248,143,114,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
377,69.jpg,1196522,{},4,1,"{""name"":""rect"",""x"":1089,""y"":352,""width"":136,""height"":208}",1089,352,208,136,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
378,69.jpg,1196522,{},4,2,"{""name"":""rect"",""x"":528,""y"":258,""width"":157,""height"":176}",528,258,176,157,"{""Type"":""not_two_wheeler""}",not_two_wheeler
379,69.jpg,1196522,{},4,3,"{""name"":""rect"",""x"":453,""y"":140,""width"":74,""height"":108}",453,140,108,74,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
380,70.jpg,1224595,{},8,0,"{""name"":""rect"",""x"":544,""y"":231,""width"":112,""height"":128}",544,231,128,112,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
381,70.jpg,1224595,{},8,1,"{""name"":""rect"",""x"":415,""y"":470,""width"":123,""height"":187}",415,470,187,123,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
382,70.jpg,1224595,{},8,2,"{""name"":""rect"",""x"":322,""y"":335,""width"":105,""height"":135}",322,335,135,105,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
383,70.jpg,1224595,{},8,3,"{""name"":""rect"",""x"":404,""y"":209,""width"":126,""height"":148}",404,209,148,126,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
384,70.jpg,1224595,{},8,4,"{""name"":""rect"",""x"":811,""y"":95,""width"":166,""height"":145}",811,95,145,166,"{""Type"":""not_two_wheeler""}",not_two_wheeler
385,70.jpg,1224595,{},8,5,"{""name"":""rect"",""x"":610,""y"":8,""width"":96,""height"":81}",610,8,81,96,"{""Type"":""not_two_wheeler""}",not_two_wheeler
386,70.jpg,1224595,{},8,6,"{""name"":""rect"",""x"":569,""y"":82,""width"":96,""height"":91}",569,82,91,96,"{""Type"":""not_two_wheeler""}",not_two_wheeler
387,70.jpg,1224595,{},8,7,"{""name"":""rect"",""x"":434,""y"":89,""width"":86,""height"":91}",434,89,91,86,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
388,71.jpg,1361403,{},7,0,"{""name"":""rect"",""x"":212,""y"":444,""width"":172,""height"":196}",212,444,196,172,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
389,71.jpg,1361403,{},7,1,"{""name"":""rect"",""x"":903,""y"":330,""width"":264,""height"":255}",903,330,255,264,"{""Type"":""not_two_wheeler""}",not_two_wheeler
390,71.jpg,1361403,{},7,2,"{""name"":""rect"",""x"":546,""y"":178,""width"":95,""height"":110}",546,178,110,95,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
391,71.jpg,1361403,{},7,3,"{""name"":""rect"",""x"":405,""y"":175,""width"":111,""height"":127}",405,175,127,111,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
392,71.jpg,1361403,{},7,4,"{""name"":""rect"",""x"":585,""y"":89,""width"":99,""height"":87}",585,89,87,99,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
393,71.jpg,1361403,{},7,5,"{""name"":""rect"",""x"":495,""y"":90,""width"":71,""height"":97}",495,90,97,71,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
394,71.jpg,1361403,{},7,6,"{""name"":""rect"",""x"":589,""y"":9,""width"":103,""height"":82}",589,9,82,103,"{""Type"":""not_two_wheeler""}",not_two_wheeler
395,72.jpg,993960,{},2,0,"{""name"":""rect"",""x"":385,""y"":207,""width"":116,""height"":118}",385,207,118,116,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
396,72.jpg,993960,{},2,1,"{""name"":""rect"",""x"":747,""y"":6,""width"":125,""height"":107}",747,6,107,125,"{""Type"":""not_two_wheeler""}",not_two_wheeler
397,73.jpg,1001986,{},1,0,"{""name"":""rect"",""x"":324,""y"":357,""width"":162,""height"":190}",324,357,190,162,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
398,74.jpg,1308523,{},5,0,"{""name"":""rect"",""x"":463,""y"":339,""width"":117,""height"":145}",463,339,145,117,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
399,74.jpg,1308523,{},5,1,"{""name"":""rect"",""x"":316,""y"":303,""width"":95,""height"":131}",316,303,131,95,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
400,74.jpg,1308523,{},5,2,"{""name"":""rect"",""x"":469,""y"":110,""width"":95,""height"":112}",469,110,112,95,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
401,74.jpg,1308523,{},5,3,"{""name"":""rect"",""x"":817,""y"":6,""width"":89,""height"":104}",817,6,104,89,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
402,74.jpg,1308523,{},5,4,"{""name"":""rect"",""x"":293,""y"":151,""width"":91,""height"":94}",293,151,94,91,"{""Type"":""not_two_wheeler""}",not_two_wheeler
403,75.jpg,1479233,{},9,0,"{""name"":""rect"",""x"":461,""y"":356,""width"":200,""height"":208}",461,356,208,200,"{""Type"":""not_two_wheeler""}",not_two_wheeler
404,75.jpg,1479233,{},9,1,"{""name"":""rect"",""x"":525,""y"":119,""width"":117,""height"":101}",525,119,101,117,"{""Type"":""not_two_wheeler""}",not_two_wheeler
405,75.jpg,1479233,{},9,2,"{""name"":""rect"",""x"":571,""y"":32,""width"":89,""height"":81}",571,32,81,89,"{""Type"":""not_two_wheeler""}",not_two_wheeler
406,75.jpg,1479233,{},9,3,"{""name"":""rect"",""x"":211,""y"":403,""width"":137,""height"":162}",211,403,162,137,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
407,75.jpg,1479233,{},9,4,"{""name"":""rect"",""x"":445,""y"":160,""width"":87,""height"":104}",445,160,104,87,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
408,75.jpg,1479233,{},9,5,"{""name"":""rect"",""x"":402,""y"":21,""width"":67,""height"":95}",402,21,95,67,"{""Type"":""not_two_wheeler""}",not_two_wheeler
409,75.jpg,1479233,{},9,6,"{""name"":""rect"",""x"":339,""y"":187,""width"":98,""height"":137}",339,187,137,98,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
410,75.jpg,1479233,{},9,7,"{""name"":""rect"",""x"":434,""y"":249,""width"":90,""height"":123}",434,249,123,90,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
411,75.jpg,1479233,{},9,8,"{""name"":""rect"",""x"":840,""y"":19,""width"":76,""height"":114}",840,19,114,76,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
412,76.jpg,1115609,{},3,0,"{""name"":""rect"",""x"":978,""y"":412,""width"":199,""height"":214}",978,412,214,199,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
413,76.jpg,1115609,{},3,1,"{""name"":""rect"",""x"":923,""y"":150,""width"":110,""height"":139}",923,150,139,110,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
414,76.jpg,1115609,{},3,2,"{""name"":""rect"",""x"":777,""y"":146,""width"":122,""height"":134}",777,146,134,122,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
415,77.jpg,1362994,{},5,0,"{""name"":""rect"",""x"":1082,""y"":371,""width"":144,""height"":196}",1082,371,196,144,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
416,77.jpg,1362994,{},5,1,"{""name"":""rect"",""x"":845,""y"":375,""width"":158,""height"":223}",845,375,223,158,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
417,77.jpg,1362994,{},5,2,"{""name"":""rect"",""x"":729,""y"":157,""width"":159,""height"":169}",729,157,169,159,"{""Type"":""not_two_wheeler""}",not_two_wheeler
418,77.jpg,1362994,{},5,3,"{""name"":""rect"",""x"":729,""y"":13,""width"":95,""height"":83}",729,13,83,95,"{""Type"":""not_two_wheeler""}",not_two_wheeler
419,77.jpg,1362994,{},5,4,"{""name"":""rect"",""x"":895,""y"":82,""width"":95,""height"":92}",895,82,92,95,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
420,78.jpg,1052781,{},5,0,"{""name"":""rect"",""x"":284,""y"":311,""width"":186,""height"":164}",284,311,164,186,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
421,78.jpg,1052781,{},5,1,"{""name"":""rect"",""x"":819,""y"":8,""width"":107,""height"":73}",819,8,73,107,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
422,78.jpg,1052781,{},5,2,"{""name"":""rect"",""x"":757,""y"":44,""width"":77,""height"":87}",757,44,87,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
423,78.jpg,1052781,{},5,3,"{""name"":""rect"",""x"":467,""y"":144,""width"":105,""height"":89}",467,144,89,105,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
424,78.jpg,1052781,{},5,4,"{""name"":""rect"",""x"":435,""y"":58,""width"":149,""height"":96}",435,58,96,149,"{""Type"":""not_two_wheeler""}",not_two_wheeler
425,79.jpg,1214447,{},5,0,"{""name"":""rect"",""x"":481,""y"":384,""width"":116,""height"":166}",481,384,166,116,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
426,79.jpg,1214447,{},5,1,"{""name"":""rect"",""x"":250,""y"":407,""width"":126,""height"":185}",250,407,185,126,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
427,79.jpg,1214447,{},5,2,"{""name"":""rect"",""x"":426,""y"":250,""width"":83,""height"":127}",426,250,127,83,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
428,79.jpg,1214447,{},5,3,"{""name"":""rect"",""x"":600,""y"":71,""width"":68,""height"":109}",600,71,109,68,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
429,79.jpg,1214447,{},5,4,"{""name"":""rect"",""x"":876,""y"":168,""width"":155,""height"":162}",876,168,162,155,"{""Type"":""not_two_wheeler""}",not_two_wheeler
430,80.jpg,1130322,{},4,0,"{""name"":""rect"",""x"":349,""y"":238,""width"":128,""height"":144}",349,238,144,128,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
431,80.jpg,1130322,{},4,1,"{""name"":""rect"",""x"":987,""y"":216,""width"":134,""height"":157}",987,216,157,134,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
432,80.jpg,1130322,{},4,2,"{""name"":""rect"",""x"":778,""y"":44,""width"":90,""height"":104}",778,44,104,90,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
433,80.jpg,1130322,{},4,3,"{""name"":""rect"",""x"":515,""y"":14,""width"":125,""height"":92}",515,14,92,125,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
434,81.jpg,1137059,{},7,0,"{""name"":""rect"",""x"":534,""y"":366,""width"":121,""height"":169}",534,366,169,121,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
435,81.jpg,1137059,{},7,1,"{""name"":""rect"",""x"":333,""y"":241,""width"":86,""height"":131}",333,241,131,86,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
436,81.jpg,1137059,{},7,2,"{""name"":""rect"",""x"":402,""y"":331,""width"":112,""height"":135}",402,331,135,112,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
437,81.jpg,1137059,{},7,3,"{""name"":""rect"",""x"":359,""y"":465,""width"":118,""height"":172}",359,465,172,118,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
438,81.jpg,1137059,{},7,4,"{""name"":""rect"",""x"":231,""y"":402,""width"":134,""height"":158}",231,402,158,134,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
439,81.jpg,1137059,{},7,5,"{""name"":""rect"",""x"":591,""y"":44,""width"":103,""height"":117}",591,44,117,103,"{""Type"":""not_two_wheeler""}",not_two_wheeler
440,81.jpg,1137059,{},7,6,"{""name"":""rect"",""x"":817,""y"":15,""width"":103,""height"":107}",817,15,107,103,"{""Type"":""not_two_wheeler""}",not_two_wheeler
441,82.jpg,1387763,{},8,0,"{""name"":""rect"",""x"":213,""y"":417,""width"":139,""height"":177}",213,417,177,139,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
442,82.jpg,1387763,{},8,1,"{""name"":""rect"",""x"":447,""y"":173,""width"":104,""height"":112}",447,173,112,104,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
443,82.jpg,1387763,{},8,2,"{""name"":""rect"",""x"":463,""y"":91,""width"":77,""height"":82}",463,91,82,77,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
444,82.jpg,1387763,{},8,3,"{""name"":""rect"",""x"":864,""y"":53,""width"":101,""height"":89}",864,53,89,101,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
